_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
7259811,RES240030,RESIDENCE COURTESY NOTIFICATION,3600 ROSEBRIER AVENUE,GLENSHAW,15116,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,625,,2024-08-20,2024-09-13,ALANNA BACHTLIN,t,,,RES,COMPLETE,40.550472,-79.9685595
7259812,RES240028,COURTESY RESIDENCE NOTIFICATION,200 SEEGER STREET,PITTSBURGH,15241,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,1980,,2024-08-05,2024-11-01,ALANNA BACHTLIN,t,,,RES,COMPLETE,40.351401,-80.069373
7259813,RES240026,COURTESY RESIDENCE NOTIFICATION,326 FOURTH STREET,PITTSBURGH,15201,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,6,,2024-07-13,2024-07-13,ALANNA BACHTLIN,t,,,RES,COMPLETE,40.4391259955377,-79.9999301661999
7259814,DEM240127,SHALER TOWNSHIP,117 GLENWOOD AVENUE,PITTSBURGH,15209,,921,GRAY WASTE MANAGEMENT CORPORATION,,5,,2024-10-04,2025-10-04,CHARLES FRANK,,,,DEM,ACTIVE,40.496148,-79.9781715
7259815,DEM240126,SHALER TOWNSHIP,134 GLENWOOD AVENUE,PITTSBURGH,15209,,921,GRAY WASTE MANAGEMENT CORPORATION,,0,,2024-10-04,2025-10-04,ALANNA BACHTLIN,,,,DEM,ACTIVE,40.496175,-79.9792695
7259816,DEM240124,MUNICIPALITY REGULATED DEMOLITION,2214 GIRARD AVENUE,NORTH VERSAILLES,15137,,9999,CRM CONTRACTING CORPORATION,,0,,2024-09-15,2024-09-30,CHARLES FRANK,t,,,DEM,COMPLETE,40.387554,-79.8370335
7259817,DEM240122,MUNICIPALITY REGULATED DEMOLITION,574 BALDRIDGE AVENUE,BRADDOCK,15104,,995,MINNIEFIELD DEMOLITION SERVICES,,0,,2024-08-28,2025-08-27,ALANNA BACHTLIN,,,,DEM,ACTIVE,40.405896,-79.8640875
7259818,DEM240121,MUNICIPALITY REGULATED DEMOLITION,221 CONNIE AVENUE,BRADDOCK,15104,,995,MINNIEFIELD DEMOLITION SERVICES,,0,,2024-08-27,2025-08-26,CHARLES FRANK,,,,DEM,ACTIVE,40.4010114063274,-79.8650243212081
7259819,DEM240120,MUNICIPALITY REGULATED DEMOLITION,548 BALDRIDGE AVENUE,BRADDOCK,15104,,995,MINNIEFIELD DEMOLITION SERVICES,,0,,2024-08-26,2025-08-25,ALANNA BACHTLIN,,,,DEM,ACTIVE,40.40658,-79.864956
7259820,DEM240114,MUNICIPALITY REGULATED DEMOLITION,260 FRANK STREET,HOMESTEAD,15120,,995,MINNIEFIELD DEMOLITION SERVICES,,0,,2024-08-07,2025-08-06,CHARLES FRANK,,,,DEM,COMPLETE,40.398696,-79.8943185
7259821,DEM240112,MUNICIPALITY REGULATED DEMOLITION,179 GRANT AVENUE,HOMESTEAD,15120,,921,GRAY WASTE MANAGEMENT CORPORATION,,140,,2024-08-12,2025-08-12,CHARLES FRANK,,,,DEM,COMPLETE,40.397922,-79.889544
7259822,DEM240111,MUNICIPALITY REGULATED DEMOLITION,236 FRANK STREET,HOMESTEAD,15120,,921,GRAY WASTE MANAGEMENT CORPORATION,,10,,2024-08-12,2025-08-12,CHARLES FRANK,,,,DEM,COMPLETE,40.399281,-79.8932115
7259823,DEM240106,MUNICIPALITY REGULATED DEMOLITION,408 WHITTENGALE ROAD,OAKDALE,15071,,9999,WOODHOUSE EXCAVATING & LANDSCAPING,,0,,2024-08-05,2024-08-10,ALANNA BACHTLIN,t,,,DEM,COMPLETE,40.398399,-80.1908055
7259824,DEM240103,CITY OF CLAIRTON REGULATED PROPERTY,536 WILSON AVENUE,CLAIRTON,15025,,986,"BOATI DEMOLITION, LLC",,0,,2024-07-24,2024-08-15,ALANNA BACHTLIN,t,,,DEM,COMPLETE,40.296447,-79.885962
7259825,DEM240099,MUNICIPALITY REGULATED DEMOLITION,78 SPRUCE STREET,NATRONA HEIGHTS,15065,,9999,"DELLER PROFESSIONAL SERVICES, INC.",,80,,2024-07-24,2025-07-24,CHARLES FRANK,,,,DEM,COMPLETE,40.612365,-79.72497
7259826,DEM240097,FORMER MAX & ERMA'S RESTAURANT,1910 COCHRAN ROAD,PITTSUBRGH,15220,,9999,"SCHAAF EXCAVATING CONTRACTORS, INC.",,0,,2024-07-01,2024-07-15,CHARLES FRANK,t,,,DEM,COMPLETE,40.394106,-80.062659
7259827,RES240023,COURTESY RESIDENTIAL NOTIFICATION,1649 WESTMONT AVENUE,PITTSBURGH,15210,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,387,,2024-07-08,2024-09-27,CHARLES FRANK,t,,,RES,COMPLETE,40.398273,-79.9897815
7259828,RES240020,COURTESY RESIDENTIAL NOTIFICATION,15 WARBLER DRIVE,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,648,,2024-06-24,2024-10-25,CHARLES FRANK,t,,,RES,COMPLETE,40.481784,-80.091657
7259829,RES240019,COURTESY RESIDENTIAL NOTIFICATION,1212 ROBINA STREET,PITTSBURGH,152221,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,593,,2024-06-24,2024-09-27,CHARLES FRANK,t,,,RES,COMPLETE,40.462587,-79.884549
7259830,RES240017,COURTESY RESIDENTIAL NOTIFICATION,712 VALLEYVIEW ROAD,PITTSBURGH,15243,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,530,,2024-06-12,2024-09-27,CHARLES FRANK,t,,,RES,COMPLETE,40.389048,-80.0611515
7259831,RES240013,COURTESY RESIDENTIAL NOTIFICATION,306 PINEVUE DRIVE,MONROEVILLE,15146,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,105,,2024-04-30,2024-09-06,GABRIEL HUEY,t,,,RES,COMPLETE,40.44816,-79.76646
7259832,RES240011,COURTESY RESIDENTIAL NOTIFICATION,50 HARTFORD STREET,PITTSBURGH,15203,,9999,SCHAAF EXCAVATING CONTRACTORS,,,,2024-05-07,2024-07-07,CHARLES FRANK,t,,,RES,COMPLETE,40.424823,-79.9880535
7259833,RES240010,COURTESY RESIDENTIAL NOTIFICATION,349 MAPLE AVENUE,PITTSBURGH,15218,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,260,,2024-04-08,2024-09-06,ALANNA BACHTLIN,t,,,RES,COMPLETE,40.43151,-79.879257
7259834,RES240009,COURTESY RESIDENTIAL NOTIFICATION,119 FIRST STREET,PITTSBURGH,15215,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,10,,2024-04-08,2024-09-06,GABRIEL HUEY,t,,,RES,COMPLETE,40.491288,-79.9061625
7259835,RES240008,COURTESY RESIDENTIAL NOTIFICATION,4628 PENN AVENUE,PITTSBURGH,15224,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,234,,2024-03-25,2024-09-06,ALANNA BACHTLIN,t,,,RES,COMPLETE,40.465602,-79.948512
7259836,RES240007,COURTESY RESIDENTIAL NOTIFICATION,906 RAMSEY STREET,PITTSBURGH,15221,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,126,,2024-03-11,2024-08-02,LAURA GRADA,t,,,RES,COMPLETE,40.436883,-79.8837345
7259837,PAA254046,IMMACULATE CONCEPTION CONVENT BUILDING,4736 FRIENDSHIP AVENUE,PITTSBURGH,15224,1643,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,6076,,2025-01-08,2025-08-08,NICK DELPHIA,f,,,PAA,EXPIRED,40.462335,-79.9477425
7259838,UND240121,,528 ISLAND AVENUE,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,2,,2025-01-03,2025-03-28,CHARLES FRANK,,,,UND,COMPLETE,40.471623,-80.0609535
7259839,DEM240168,CITY OF PITTSBURGH REGULATED PROPERTY,7609 BAXTER STREET,PITTSBURGH,15206,,9999,"DELLER PROFESSIONAL SERVICES, INC.",,0,,2024-12-31,2025-12-31,CHARLES FRANK,,,,DEM,ACTIVE,40.456998,-79.8891075
7259840,DEM240166,MUNICIPALITY REGULATED DEMOLITION,202 RAILROAD STREET,WALL,15148,,9999,"LUTTERMAN EXCAVATING, LLC",,5,,2024-12-23,2025-02-23,CHARLES FRANK,,,,DEM,COMPLETE,40.39335,-79.7993055
7259841,PAA252016,"SYNTHOMER JEFFERSON HILLS, LLC 2025 O&M",STATE HIGHWAY 837,JEFFERSON HILLS,15025,901,947,"GEO V. HAMILTON, INC.",,159,,2025-01-01,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.255082599745,-79.9226662011652
7259842,PAA252009,CARNEGIE MELLON UNIVERSITY 2025 O&M,VARIOUS LOCATIONS,PITTSBURGH,15213,901,908,"BRISTOL ENVIRONMENTAL, LLC",,159,,2025-01-01,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,,
7259843,PAA254054,MUNICIPALITY FUNDED DEMOLITION,525 SPRUCE RUN ROAD,PITTSBURGH,15202,350,937,TOM SIPES DEMOLITION,,,,2025-01-17,2025-02-17,NICK DELPHIA,t,,,PAA,COMPLETE,40.504536,-80.0702505
7259844,PAA254040,MON-FAYETTE EXPRESSWAY,1100 CAMP HOLLOW ROAD,WEST MIFFLIN,15122,901,944,"NEUMEYER ENVIRONMENTAL SERVICES, INC.",,1970,,2025-01-15,2025-05-30,NICK DELPHIA,t,,,PAA,COMPLETE,,
7259845,PAA254038,CITY OF PITTSBURGH REGULATE PROPERTY,1024 HALL STREET,PITTBURGH,15212,350,921,GRAY WASTE MANAGEMENT CORPORATION,,1024,,2025-01-15,2025-12-26,NICK DELPHIA,t,,,PAA,COMPLETE,40.477644,-80.027334
7259846,PAA254037,CITY OF MCKEESPORT FUNDED DEMOLITION,1817 BUTLER STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",,1176,,2025-01-06,2025-06-30,CALI CONLEY,t,,,PAA,COMPLETE,40.339809,-79.8501825
7259847,PAA254036,CITY OF MCKEESPORT FUNDED DEMOLITION,1810 BUTLER STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",,1320,,2025-01-06,2025-06-25,CALI CONLEY,,,,PAA,EXPIRED,40.340088,-79.85043
7259848,PAA250057,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BOULEVARD,PITTSBURGH,15237,901,908,"BRISTOL ENVIRONMENTAL, INC.",,1200,,2025-01-16,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.573251,-80.014194
7259849,PAA254065,CITY OF PITTSBURGH ORDERED DEMOLITION,613 CHAUTAUQUA STREET,PITTSBURGH,15214,350,961,"UNIS DEMOLITION COMPANY, LLC",,1890,,2025-01-21,2025-04-21,NICK DELPHIA,,,,PAA,EXPIRED,40.464126,-80.0169885
7259850,RES240004,COURTESY RESIDENTIAL NOTIFICATION,16 SOFFEL STREET,PITTSBURGH,15211,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,399,,2024-03-10,2024-04-05,GABRIEL HUEY,t,,,RES,COMPLETE,40.419585,-80.01234
7259851,PAA254041,WAREHOUSE BUILDING 8,580 MAYER STREET,BRIDGEVILLE,15017,1325,926,"KANE SPECIALTY GROUP, LLC",,2753,,2025-02-13,2025-03-10,NICK DELPHIA,,,,PAA,EXPIRED,40.364955,-80.102007
7259852,UND240076,FORMER LEMINGTON SCHOOL,7061 LEMINGTON AVENUE,PITTSBURGH,15206,,941,"PRISM RESPONSE, LLC DBA ALLOY",,6,,2024-07-01,2024-07-01,CHARLES FRANK,t,,,UND,COMPLETE,40.47012,-79.89651
7259853,UND240075,ONE PNC PAZA,249 FIFTH AVENUE,PITTSBURGH,15222,,901,"ABMECH ACQUISITIONS, LLC",,80,,2024-07-01,2024-12-15,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.441212,-80.0005545
7259854,UND240071,AMTRAK STATION,1100 LIBERTY AVENUE,PITTSBURGH,15222,,940,"SPECTRUM ENVIRONMENTAL, LLC",,49,,2024-06-20,2024-06-30,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.444164,-79.992378
7259855,UND240070,UNITED REFINING ASPHALT TERMINAL,13 MELLON STREET,SPRINGDALE,15144,,914,CLARION ENVIRONMENTAL SERVICES INC.,,2,,2024-06-17,2024-06-18,CHARLES FRANK,t,,,UND,COMPLETE,40.536405,-79.7798115
7259856,UND240069,CMU HAMERSCHLAG HALL,4807 FREW STREET,PITTSBURGH,15213,,908,"BRISTOL ENVIRONMENTAL, INC.",,16,,2024-06-19,2024-07-31,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.4482406685445,-79.9451014542209
7259857,UND240068,SUNRISE SCHOOL,550 AURA DRIVE,MONROEVILLE,15146,,908,"BRISTOL ENVIRONMENTAL, INC.",,3,,2024-06-10,2024-06-30,CHARLES FRANK,t,,,UND,COMPLETE,40.443948,-79.7260995
7259858,UND240067,PATHFINDER SCHOOL,50 DONATI ROAD,BETHEL PERK,15102,,908,"BRISTOL ENVIRONMENTAL, INC.",,1,,2024-06-10,2024-06-30,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.341996,-80.04861
7259859,UND240066,PITTSBURGH SPRINGHILL K-5,1351 DEMAS STREET,PITTSBURG,15212,,921,GRAY WASTE MANAGEMENT CORPORATION,,95,,2024-06-12,2025-06-12,CHARLES FRANK,,,,UND,COMPLETE,40.465215,-79.989462
7259860,UND240065,MOTHER OF MERCY ACADEMY,5200 GREENRIDGE DRIVE,PITTSBURGH,15236,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,120,,2024-07-02,2024-09-06,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.356405,-80.005707
7259861,UND240064,WEST VIEW UNITED METHODIST CHURCH,146 CORNELL AVENUE,PITTSBURGH,15229,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,70,,2024-06-07,2024-09-27,CHARLES FRANK,t,,,UND,COMPLETE,40.518504,-80.043858
7259862,UND240063,SISTER THEA BOWMAN ACADEMY,721 REBECCA STREET,PITTSBURGH,15221,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,135,,2024-06-10,2024-09-06,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.440393,-79.8855345
7259863,PAA250061,YMCA OF GREATER PITTSBURGH,600 W NORTH AVENUE,PITTSBURGH,15212,1961,901,"ABMECH ACQUISITIONS, LLC",,44900,,2025-02-03,2025-12-30,NICK DELPHIA,,,,PAA,ACTIVE,40.454568,-80.012835
7259864,PAA250063,POWER - WORD OF GOD CAMPUS,7436 MCCLURE AVENUE,PITTSBURGH,15218,212,964,"HILLTOP RISING, LLC",,200,,2025-01-22,2025-02-22,NICK DELPHIA,t,,,PAA,COMPLETE,40.422924,-79.890237
7259865,PAA252005,UNITED STATES STEEL - CLAIRTON WORKS 2025 O&M,400 STATE STREET,CLAIRTON,15025,901,990,"J.T. THORPE & SON, INC.",,159,,2025-01-17,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.294008,-79.874316
7259866,PAA252006,UNITED STATES STEEL EDGAR THOMSON WORKS 2025 O&M,1300 BRADDOCK AVENUE,BRADDOCK,15014,901,990,"J.T. THORPE & SON, INC.",,159,,2025-01-17,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.39641,-79.854453
7259867,PAA252007,UNITED STATES STEEL IRVIN WORKS 2025 O&M,P. O. BOX 878,DRAVOSBURG,15034,901,990,"J.T. THORPE & SON, INC.",,159,,2025-01-17,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.3495009477263,-79.8929966026248
7259868,PAA252020,"PPG INDUSTRIES, INC 2025 O&M",440 COLLEGE PARK DRIVE,MONROEVILLE,15146,901,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,159,,2025-01-01,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.442301,-79.732404
7259869,PAA252024,CARNEGIE MELLON UNIVERSITY 2025 O&M,5000 FORBES AVENUE,PITTSBURGH,15213,901,901,"ABMECH ACQUISITIONS, LLC",,159,,2025-01-03,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.444209,-79.9434
7259870,PAA252028,DUQUESNE UNIVERSITY 2025 O&M,600 FORBES AVENUE,PITTSBURGH,15282,901,912,"CARL FRANK INDUSTRIES, INC.",,159,,2025-01-01,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.437648,-79.993674
7259871,PAA252030,SHADYSIDE HOSPITAL 2025 O&M,5230 CENTRE AVENUE,PITTSBURGH,15232,901,940,"SPECTRUM ENVIRONMENTAL, LLC",,159,,2025-01-03,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.454667,-79.9395885
7259872,PAA252062,YMCA OF GREATER PITTSBURGH 2025 O&M,600 WEST NORTH AVENUE,PITTSBURGH,15212,901,901,"ABMECH ACQUISITIONS, LLC",,159,,2025-02-03,2025-12-30,NICK DELPHIA,,,,PAA,ACTIVE,40.454568,-80.012835
7259873,PAA254068,CITY OF PITTSBURGH FUNDED DEMOLITION,4616-4618 SYLVAN AVENUE,PITTSBURGH,15207,350,971,"TRIFECTA TEAM, LLC",,300,,2025-01-27,2025-06-30,NICK DELPHIA,t,,,PAA,COMPLETE,40.414878,-79.943517
7259874,PAA254069,CITY OF PITTSBURGH FUNDED DEMOLITION,4656 SYLVAN AVENUE,PITTSBURGH,15207,350,971,"TRIFECTA TEAM, LLC",,340,,2025-01-27,2025-06-30,NICK DELPHIA,t,,,PAA,COMPLETE,40.414149,-79.9432245
7259875,PAA254070,CITY OF PITTSBURGH FUNDED DEMOLITION,4664 SYLVAN AVENUE,PITTSBURGH,15207,350,971,"TRIFECTA TEAM, LLC",,200,,2025-01-27,2025-06-30,NICK DELPHIA,t,,,PAA,COMPLETE,40.41396,-79.943085
7259876,PAA250079,UNIVERSITY OF PITTSBURGH SCAIFE HALL,3550 TERRACE STREET,PITTSBURGH,15261,1643,905,"BLT CONTRACTING, INC.",,5028,,2025-01-28,2026-01-27,NICK DELPHIA,,,,PAA,ACTIVE,40.44258,-79.9617915
7259877,PAA254080,MON-FAYETTE EXPRESSWAY (PERMIT #2),1100 CAMP HOLLOW ROAD,WEST MIFFLIN,15122,1325,944,"NEUMEYER ENVIRONMENTAL SERVICES, INC.",,3665,,2025-01-28,2025-05-30,NICK DELPHIA,t,,,PAA,COMPLETE,,
7259878,PAA250088,UNIVERSITY OF PITTSBURGH - GRADUATE SCHOOL OF PUBLIC HEALTH,130 DESOTO STREET,PITTSBURGH,15281,477,905,"BLT CONTRACTING, INC.",,750,,2025-01-30,2026-01-29,NICK DELPHIA,,,,PAA,ACTIVE,40.442922,-79.9587045
7259879,PAA254082,MCKEESPORT COMMUNITY DEVELOPMENT,319 SIXTH STREET,MCKEESPORT,15132,350,912,"CARL FRANK INDUSTRIES, INC.",,4000,,2025-01-31,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.350249,-79.863876
7259880,PAA254083,MCKEESPORT COMMUNITY DEVELOPMENT,314 SIXTH STREET,MCKEESPORT,15132,350,912,"CARL FRANK INDUSTRIES, INC.",,3000,,2025-01-31,2025-12-31,NICK DELPHIA,,,,PAA,ACTIVE,40.349961,-79.8640155
7259881,PAA254086,,5906 BROWNSVILLE ROAD,PITTSBURGH,15236,901,921,GRAY WASTE MANAGEMENT CORPORATION,,10000,,2025-01-30,2026-01-29,NICK DELPHIA,t,,,PAA,COMPLETE,40.326696,-79.98696
7259882,PAA254089,STEEL RIVERS COUNCIL OF GOVERNMENTS REGULATED PROPERTY,28-30 SOUTH SEVENTH STREET,DUQUESNE,15110,350,915,DJ DEMO COMPANY,,,,2025-02-04,2025-03-31,NICK DELPHIA,t,,,PAA,COMPLETE,40.370877,-79.8518745
7259883,PAA254090,STEEL RIVERS COUNCIL OF GOVERNMENTS REGULATED PROPERTY,33 SOUTH SEVENTH STREET,DUQUESNE,15110,350,915,DJ DEMO COMPANY,,1200,,2025-02-04,2025-03-31,NICK DELPHIA,t,,,PAA,COMPLETE,40.371066,-79.8514965
7259884,DEM250001,MUNICIPALITY REGULATED DEMOLITION,123 IRWIN STREET,MCKEES ROCKS,15136,,937,TOM SIPES DEMOLITION,,0,,2025-01-03,2025-01-30,CHARLES FRANK,t,,,DEM,COMPLETE,40.470399,-80.0678745
7259885,DEM250002,CITY OF PITTSBURGH REGULATED DEMOLITION,4608 SYLVAN AVENUE,PITTSBURGH,15207,,971,"TRIFECTA TEAM, LLC",,125,,2025-01-27,2025-06-30,CHARLES FRANK,,,,DEM,COMPLETE,40.415148,-79.9436745
7259886,DEM250005,HAYS MANRO BUILDING 5-6,5A LOCUST STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,12,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.466304,-80.057241
7259887,DEM250006,HAYS MANOR BUJILDINGS 7-8,7A LOCUST STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,12,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.466349,-80.056863
7259888,DEM250008,HAYS MANOR BUILDINGS 15-16,15A BELL STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,12,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.465935,-80.0565975
7259889,UND240061,HERMITAGE VALLEY SEWICKLEY KENNEDY CAMPUS,25 HECKEL ROAD,MCKEES ROCKS,15136,,940,"SPECTRUM ENVIRONMENTAL, LLC",,5,,2024-05-10,2024-05-10,CHARLES FRANK,t,,,UND,COMPLETE,40.472784,-80.091045
7259890,UND240054,WINE AND GOOD SPIRITS,3408 MAIN STREET,MUNHALL,15120,,901,"ABMECH ACQUISITIONS, LLC",,80,,2024-05-30,2024-06-30,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.386294,-79.9030755
7259891,UND240051,COMMERCIAL SPACE,3408 MAIN STREET,PITTSBURGH,15120,,9999,DIVERSIFIED RESTORATION INNOVATIONS,,79,,2024-05-24,2024-12-31,CHARLES FRANK,t,,,UND,COMPLETE,40.386294,-79.9030755
7259892,UND240050,APARTMENT #409,900 WASHINGTON ROAD,MOUNT LEBANON,15228,,905,"BLT CONTRACTING, INC.",,36,,2024-05-21,2024-06-21,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.3767,-80.047665
7259893,UND240048,SAINT VALENTINE NEWMAN HOUSE,2710 OHIO STREET,BETHEL PARK,15102,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,100,,2024-05-22,2024-09-06,CHARLES FRANK,t,,,UND,COMPLETE,40.330179,-80.0313255
7259894,UND240046,OMEGA BUILDING,160 NORTH CRAIG STREET,PITTSBURGH,15213,,971,"TRIFECTA TEAM, LLC",,1,,2024-05-02,2024-05-02,GABRIEL HUEY,t,,,UND,COMPLETE,40.449537,-79.9501275
7259895,UND240045,PITTSBURGH CAPA,111 NINTH STREET,PITTSBURGH,15222,,908,"BRISTOL ENVIRONMENTAL, INC.",,6,,2024-05-15,2024-07-31,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.444758,-79.998534
7259896,UND240043,FORMER PNC BANK BUILDING,742 ALLEGHENY RIVER BOULEVARD,VERONA,15147,,9999,ROMERO REMODELING COMPANY,,5,,2024-05-05,2024-05-30,GABRIEL HUEY,t,,,UND,COMPLETE,40.506012,-79.8432975
7259897,UND240042,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - WEST HALL,826 RIDGE AVENUE,PITTSBURGH,15212,,908,"BRISTOL ENVIRONMENTAL, INC.",,150,,2024-05-13,2024-05-31,CHARLES FRANK,t,,,UND,COMPLETE,40.475007,-80.0747595
7259898,UND240041,STO-ROX JUNIOR-SENIOR HIGH SCHOOL,1105 VALLEY STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,4,,2024-05-08,2024-06-28,GABRIEL HUEY,t,,,UND,COMPLETE,40.470462,-80.0744355
7259899,UND240040,SAINT JOHN EVANGELICAL LUTHERAN CHURCH,920 PERRY HIGHWAY,PITTSBURGH,15229,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,60,,2024-05-08,2024-08-09,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.533399,-80.035641
7259900,UND240038,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - BOYCE CAMPUS,595 BEATTY ROAD,MONROEVILLE,15146,,908,"BRISTOL ENVIRONMENTAL, INC.",,6,,2024-04-22,2024-04-23,GABRIEL HUEY,t,,,UND,COMPLETE,40.453569,-79.752438
7259901,UND240037,SAINT PAUL SEMINARY BOYLE HALL,2000 NOBLESTOWN ROAD,PITTSBURGH,15205,,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",,120,,2024-04-29,2024-12-31,ALANNA BACHTLIN,t,,,UND,COMPLETE,40.4275670162213,-80.055455545586
7259902,DEM250009,HAYS MANOR BUILDINGS 17-18,17A MCKEE STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,24,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.466511,-80.056116
7259903,DEM250010,HAYS MANOR BUILDING 19,19A LOCUST STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,17,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.466826,-80.0569125
7259904,DEM250011,HAYS MANOR BUILDINGS 20-21,20A LOCUST STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,24,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.466808,-80.0572365
7259905,DEM250013,HAYS MANOR BUILDING 24,24A LOCUST STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,18,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,40.466412,-80.058249
7259906,DEM250014,HAYS MANOR BUILDING 25,25A LOCUST STREET,MCKEES ROCKS,15136,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,18,,2025-01-20,2025-05-30,CHARLES FRANK,,,,DEM,COMPLETE,,
7259907,UND250002,DESTINY OF FAITH CHURCH,3737 BRIGHTON ROAD,PITTSBURGH,15212,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,97,,2025-01-21,2025-05-30,CHARLES FRANK,,,,UND,COMPLETE,40.484097,-80.036307
7259908,UND240122,SACRED HEART ELEMENTARY SCHOOL,325 EMERSON ROAD,PITTSBURGH,15208,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,15,,2025-01-03,2025-03-28,ALANNA BACHTLIN,,,,UND,COMPLETE,40.455693,-79.9236675
7259909,UND240120,BETTIS ATOMIC  POWER LABORATORIES J BUILDING,814 PITTSBURGH-MCKEESPORT BOULEVARD,WEST MIFFLIN,15122-2849,,940,"SPECTRUM ENVIRONMENTAL, LLC",,118,,2024-12-27,2025-12-26,ALANNA BACHTLIN,,,,UND,ACTIVE,40.357233,-79.8991425
7259910,UND240119,SAINT JOSEPH SCHOOL BUILDING,1313 FIFTH AVENUE,CORAOPOLIS,15109,,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",,2,,2024-12-06,2024-12-06,CHARLES FRANK,t,,,UND,COMPLETE,40.515678,-80.158995
